# chapter ^ verse ^ (i)nscription ^ text
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
1^1^x^Beátus vir qvi non abívit in consìlio impiórum, et in via peccatórum non stètit, et in catédra pestilènziae non sedit,
1^2^x^sed in leġe Dòmini volùntas ejus, et in leġe ejus meditábitur die ac nocte.
1^3^x^Et èrit tamqvam lignum qvod plantátum est sècus decùrsůs aqvárum, qvod frûctum suum dabit in tèmpore suo, et fólium ejus non défluet, et òmnia qvaecùmqve fàċiet prosperabùntur.
1^4^x^Non sic ìmpii, non sic, sed tamqvam pulvis qvem prójiċit ventus a fàċie terrae.
1^5^x^Ìdeo non resùrġent ìmpii in judìċio, neqve peccatóres in conċìlio jůstórum;
1^6^x^qvóniam novit Dòminus viam jůstórum, et ìter impiórum períbit.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
2^1^x^¿Qvare fremuérunt ġentes, et pòpuli meditáti sunt inánia?
2^2^x^Astitérunt reġes terrae, et prînċipes convenérunt in unum advèrsus Dòminum, et advèrsus crîstum ejus.
2^3^x^«Dirumpámus vìncula eórum, et projiċiámus a nobis jugum ipsórum.»
2^4^x^Qvi hàbitat in ċoelis irridébit eos, et Dòminus subsannábit eos.
2^5^x^Tunc loqvétur ad eos in ira sua, et in furóre suo conturbábit eos.
2^6^x^«Ego autem constitútus sum rêx ab eo super Ziónem, montem sânctum ejus, práedicans praeċèptum ejus»
2^7^x^Dòminus dîxit ad me, «fílius meus es tu, ego hódie ġènui te.
2^8^x^Pòstula a me, et dabo tìbi ġentes haereditátem tuam, et possessiónem tuam tèrminos terrae.
2^9^x^Rèġes eos in vìrga fèrrea, et tamqvam vas fìġuli confrìnġes eos»
2^10^x^Et nunc, reġes, intellèġite; erudímini, qvi judicátis terram.
2^11^x^Servíte Dòmino in timóre, et exsultáte ei cum tremóre.
2^12^x^Apprehèndite disċiplínam, neqvàndo irascátur Dòminus, et periátis de via jûsta.
2^13^x^Qvum exârserit in brèvi ira ejus, beáti omnes qvi confídunt in eo.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
3^1^i^Psalmus Davídi qvum fúġeret a fàċie Absalómis fílii sui
3^2^x^Dòmine, ¿qvid multiplicáti sunt qvi trìbulant me? Mùlti insùrġunt advèrsum me.
3^3^x^Mùlti diċunt ànimae meae, «Non est sàlůs ipsi in Deo ejus».
3^4^x^Tu autem, Dòmine, susċèptor meus es, glória mea et exàltans càput meum.
3^5^x^Voċe mea ad Dòminum clamávi, et exaudívit me de monte sâncto suo.
3^6^x^Ego dormívi et soporátus sum, et exsurrêxi, qvia Dòminus susċépit me.
3^7^x^Non timébo mìllia pòpuli zircumdàntis me. Exsùrġe Dòmine; salvum me fac Deus meus.
3^8^x^Qvóniam tu percussìsti omnes adversàntes mìhi sine causa; dentes peccatórum contrivìsti.
