# mystery number ^ meditation number ^ verse ^ text
###############################################################################
1^x^x^Primum Mystèrium Gaudiósum: Annunziázio
1^1^Secùndum Lucam 1:26,27^Missus est àngelus Gábriel a Deo ad vìrģinem, et nomen vìrģinis María.
1^2^Secùndum Lucam 1:27^Haec desponsáta vìro, cui nomen èrat Joséfus, de domu Davídis 
1^3^Secùndum Lucam 1:30^Et aeit àngelus ei: «Ne tìmeas María; invenìsti enim gráziam apud Deum.»
1^4^Secùndum Lucam 1:31^«Ecçe conçìpies in útero, et pàries fílium, et vocábis nomen ejus Jesum.»
1^5^Secùndum Lucam 1:32,33^Hic èrit magnus, et Fílius Altìssimi vocábitur, et rêgni ejus non èrit finis.
1^6^Secùndum Lucam 1:34^Dîxit autem María ad àngelum: «Qvómodo fiet istud, qvóniam vìrum non cognôsço?
1^7^Secùndum Lucam 1:35^Et respòndens àngelus dîxit ei: «Spíritus sânctus supervèniet in te, et virtůs Altìssimi obumbrábit tìbi.»
1^8^Secùndum Lucam 1:35^«Ideóqve et qvod nasçétur ex te sânctum, vocábitur Fílius Dei.»
1^9^Secùndum Lucam 1:37^«Qvia non èrit impossìbile apud Deum omne verbum.»
1^10^Secùndum Lucam 1:38^Dîxit autem María: «Ecçe ançìlla Dòmini; fiat mìhi secùndum verbum tuum.»
###############################################################################
2^x^x^Secùndum Mystèrium Gaudiósum: Visitázio
2^1^Secùndum Lucam 1:40^María intrávit in domum Zaháriae, et salutávit Elisabéțam.
2^2^Secùndum Lucam 1:41^Et factum est, ut audívit salutaziónem Maríae Elisabéța, exsultávit infans in útero ejus.
2^3^Secùndum Lucam 1:13^Nam ad Zaháriam aeit àngelus: «Ûxor tua Elisabéța pàriet tìbi fílium, et vocábis nomen ejus Johànnem.»
2^4^Secùndum Lucam 1:41^Et repléta est Spíritu sâncto Elisabéța.
2^5^Secùndum Lucam 1:42^Et exclamávit Elisabéța voçe magna diçens: «Benedìcta tu inter mulíeres, et benedìctus frûctus ventris tui.»
2^6^Secùndum Lucam 1:45^«Et beáta qvae credidìsti, qvóniam perfiçièntur ea qvae dicta sunt tibi a Dòmino.»
2^7^Secùndum Lucam 1:46,47^Et aeit María: «Magnìficat ànima mea Dòminum, et exsultávit spíritus meus in Deo salutári meo.»
2^8^Secùndum Lucam 1:48^«Qvia respèxit humilitátem ançìllae suae; ecçe ènim ex hôc beátam me diçent omnes ģeneraziónes.»
2^9^Secùndum Lucam 1:49^«Qvia feçit mìhi magna qvi pòtens est, et sânctum nomen ejus.»
2^10^Secùndum Lucam 1:50^«Et misericórdia ejus a proģènie in proģènies timèntibus eum.»
###############################################################################
3^x^x^Tèrzium Mystèrium Gaudiósum: Natívitas 
3^1^Secùndum Matțáeum 1:20^Àngelus Dòmini appáruit in somnis Joséfus diçens: «~Noli timére, qvod ènim in ea natum est, de Spíritu sancto est.~»
3^2^Secùndum Matțáeum 1:21^«~Pàriet autem fílium, et vocábis nomen ejus Jesum; ipse ènim salvum fàciet pòpulum suum a peccátis eórum.~»
3^3^Secùndum Lucam 2:4,5^Asçèndit Joséfus in çivitátem Davídis qvae voctátur Bețlahémum, ut profiterétur cum María desponsáta sìbi, ůxóre praegnáte.
3^4^Secùndum Lucam 2:6,7^Impléti sunt dies ut paríret, et pèperit fílium suum primoģènitum; et pannis eum invòlvit, et reclinávit eum in praesáepio.
